
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..e.py:9 SpaceEnriched1DIGA.__init__  1      0.000011  0.000271  0.000271
..:48 MemInfoModel.get_argument_type  141    0.000187  0.000271  0.000002
..y:87 _clip_dep_invoke_with_casting  48     0.000270  0.000270  0.000006
..np/numpy_support.py:375 <listcomp>  199    0.000122  0.000270  0.000001
..portlib._bootstrap>:35 _new_module  207    0.000270  0.000270  0.000001
..ecall.py:281 InlineWorker.__init__  12     0.000162  0.000270  0.000022
...py:1406 Figure._add_axes_internal  2      0.000016  0.000270  0.000135
..lib/arraysetops.py:347 intersect1d  3      0.000030  0.000269  0.000090
..cipy/optimize/_lsap.py:12 <module>  1      0.000006  0.000269  0.000269
.. DataFlowAnalysis.op_CALL_FUNCTION  18     0.000095  0.000267  0.000015
..core/transforms.py:504 find_ranges  6      0.000033  0.000266  0.000044
..py:1050 Interpreter.op_LOAD_GLOBAL  7      0.000041  0.000266  0.000038
..py/_lib/decorator.py:238 decorator  2      0.000022  0.000266  0.000133
..ages/matplotlib/pyplot.py:2366 gca  15     0.000052  0.000266  0.000018
../dist-packages/gi/types.py:236 mro  6      0.000010  0.000264  0.000044
..es.py:1181 RegistryLoader.__init__  17     0.000111  0.000264  0.000016
..y:994 TypeInferer._get_return_vars  16     0.000154  0.000263  0.000016
..core/compiler_machinery.py:37 name  396    0.000263  0.000263  0.000001
..g.py:177 RendererAgg.draw_mathtext  2      0.000022  0.000262  0.000131
..e/typeinfer.py:113 TypeVar.defined  433    0.000260  0.000260  0.000001
../types.py:274 _format_float_as_hex  32     0.000131  0.000260  0.000008
../core/types/misc.py:109 VarArg.key  480    0.000258  0.000258  0.000001
..rloadTemplate_asarray.get_impl_key  16     0.000046  0.000258  0.000016
..3.6/sre_parse.py:81 Pattern.groups  138    0.000185  0.000258  0.000002
..py:2721 TransformedPath.get_affine  35     0.000052  0.000257  0.000007
..ib/ticker.py:2089 _Edge_integer.ge  48     0.000121  0.000257  0.000005
..er.py:1767 AutoLocator.nonsingular  14     0.000030  0.000257  0.000018
..ba/np/ufunc_db.py:18 _lazy_init_db  200    0.000129  0.000257  0.000001
..py:350 PrettyPrinter._format_items  4      0.000040  0.000256  0.000064
..YAxis._update_offset_text_position  5      0.000059  0.000255  0.000051
.._machinery.py:356 resolve_requires  252    0.000197  0.000255  0.000001
..e/typing/typeof.py:121 _typeof_int  39     0.000068  0.000255  0.000007
..romnumeric.py:2245 _any_dispatcher  434    0.000255  0.000255  0.000001
..mpl.py:88 _ScalarHelper.return_val  9      0.000015  0.000254  0.000028
../dist-packages/gi/types.py:256 mro  6      0.000149  0.000254  0.000042
..rtist.py:880 Figure.get_agg_filter  446    0.000254  0.000254  0.000001
..ues.py:290 MetaDataString.__hash__  124    0.000175  0.000254  0.000002
..sis.py:378 resolve_input_arg_const  14     0.000057  0.000253  0.000018
../llvmlite/llvmpy/core.py:142 array  4      0.000014  0.000253  0.000063
..lotlib/axes/_base.py:640 <genexpr>  404    0.000253  0.000253  0.000001
..lors.py:197 _to_rgba_no_colorcycle  8      0.000073  0.000253  0.000032
..ite/ir/values.py:21 _escape_string  26     0.000109  0.000252  0.000010
..ore/types/misc.py:152 CPointer.key  426    0.000251  0.000251  0.000001
..p>:311 _installed_safely.__enter__  257    0.000250  0.000250  0.000001
../ir/_utils.py:9 NameScope.__init__  129    0.000250  0.000250  0.000002
..oadTemplate_asarray._validate_sigs  1      0.000023  0.000250  0.000250
..pes/containers.py:243 UniTuple.key  407    0.000250  0.000250  0.000001
..n/numbers.py:1264 integer_to_float  5      0.000016  0.000250  0.000050
..mba/core/cgutils.py:849 is_pointer  123    0.000171  0.000249  0.000002
..s/matplotlib/pyplot.py:3113 xlabel  2      0.000018  0.000248  0.000124
...py:1005 TypeInferer.seed_argument  10     0.000028  0.000248  0.000025
..ase.py:3126 AxesSubplot.get_xbound  6      0.000015  0.000247  0.000041
..ore/bytecode.py:120 _unpack_opargs  229    0.000243  0.000246  0.000001
..plotlib/transforms.py:329 Bbox.min  12     0.000031  0.000246  0.000020
..tlib/figure.py:438 Figure._set_dpi  358    0.000245  0.000245  0.000001
..:406 WeakKeyDictionary.__setitem__  35     0.000081  0.000245  0.000007
.. LiteralStructType.format_constant  8      0.000031  0.000244  0.000031
..s.py:1815 BboxTransformTo.inverted  3      0.000014  0.000244  0.000081
..ewriteArrayExprs._match_array_expr  21     0.000065  0.000243  0.000012
..base.py:1000 CPUContext.make_array  5      0.000014  0.000243  0.000049
..ine_closurecall.py:1466 <listcomp>  367    0.000243  0.000243  0.000001
.._init__.py:47 create_string_buffer  7      0.000233  0.000242  0.000035
.. Interpreter.op_BINARY_TRUE_DIVIDE  4      0.000007  0.000242  0.000060
..utils.py:418 unified_function_type  2      0.000015  0.000241  0.000121
..y/lib/arraysetops.py:309 _unique1d  15     0.000145  0.000239  0.000016
..cker.py:190 _Unflattener.unflatten  26     0.000156  0.000239  0.000009
..g/builtins.py:911 Template.generic  26     0.000075  0.000238  0.000009
..lib.py:281 ExitStack._push_cm_exit  54     0.000088  0.000238  0.000004
..text.py:474 Context._remove_global  221    0.000238  0.000238  0.000001
..y:555 LiteralStructType._to_string  16     0.000026  0.000237  0.000015
..models.py:194 BooleanModel.as_data  8      0.000022  0.000237  0.000030
..datamodel/packer.py:109 <listcomp>  6      0.000020  0.000235  0.000039
..cker.py:2072 _Edge_integer.closeto  96     0.000179  0.000235  0.000002
..tplotlib/path.py:202 Path.vertices  382    0.000235  0.000235  0.000001
..y:135 ListPayloadAccessor.__init__  1      0.000010  0.000235  0.000235
../templates.py:58 Signature.replace  19     0.000128  0.000234  0.000012
..re_parse.py:223 Tokenizer.__init__  47     0.000147  0.000234  0.000005
..19 GenericMeta._abc_negative_cache  124    0.000166  0.000234  0.000002
..rs.py:219 reset_terminal.__enter__  389    0.000234  0.000234  0.000001
..ds.py:82 _clip_dep_is_byte_swapped  96     0.000171  0.000233  0.000002
..ib/python3.6/inspect.py:73 isclass  134    0.000158  0.000233  0.000002
..thon3.6/inspect.py:505 _is_wrapper  94     0.000129  0.000233  0.000002
..ba/np/arrayobj.py:4301 assign_item  1      0.000006  0.000232  0.000232
../listobj.py:175 ListInstance.value  8      0.000016  0.000232  0.000029
.._base.py:3174 AxesSubplot.get_xlim  6      0.000029  0.000232  0.000039
..s/numba/misc/literal.py:1 <module>  1      0.000011  0.000232  0.000232
.. RewriteArrayExprs._handle_matches  2      0.000060  0.000231  0.000116
..orms.py:250 has_multiple_backedges  11     0.000138  0.000231  0.000021
..1411 Interpreter.op_UNARY_NEGATIVE  5      0.000019  0.000230  0.000046
..py/core.py:170 Module.add_function  2      0.000005  0.000230  0.000115
../mathimpl.py:139 unary_math_extern  21     0.000063  0.000229  0.000011
../special/orthogonal.py:72 <module>  1      0.000090  0.000229  0.000229
..rtlib._bootstrap>:269 _module_repr  21     0.000075  0.000229  0.000011
...py:1691 TransformWrapper.<lambda>  289    0.000228  0.000228  0.000001
..ionEngine._raw_object_cache_notify  6      0.000072  0.000227  0.000038
..umba/core/ir.py:971 Global.__str__  34     0.000077  0.000227  0.000007
..hes.py:380 Rectangle.set_linewidth  22     0.000064  0.000226  0.000010
../cgutils.py:1120 normalize_ir_text  26     0.000071  0.000226  0.000009
..s.py:149 Spine.get_patch_transform  30     0.000074  0.000225  0.000007
..lib/transforms.py:381 Bbox.extents  28     0.000065  0.000224  0.000008
..cher.py:198 CPUDispatcher.__init__  6      0.000120  0.000224  0.000037
..yping/listdecl.py:30 ListAttribute  1      0.000020  0.000224  0.000224
..ontrolflow.py:277 CFGraph.in_loops  28     0.000066  0.000223  0.000008
..mpositeGenericTransform.get_matrix  5      0.000012  0.000223  0.000045
..ges/numba/core/ir.py:577 <genexpr>  168    0.000176  0.000223  0.000001
../types/common.py:48 Array.__init__  10     0.000077  0.000223  0.000022
..nding/ffi.py:328 ValueRef._dispose  404    0.000223  0.000223  0.000001
..napi.py:1309 PythonAPI.return_none  1      0.000006  0.000222  0.000222
../core/ir.py:846 Branch.get_targets  345    0.000221  0.000221  0.000001
..a/core/lowering.py:582 cast_result  26     0.000072  0.000220  0.000008
..alues.py:281 MetaDataString.__eq__  112    0.000155  0.000220  0.000002
..y:312 VPacker.get_visible_children  42     0.000065  0.000219  0.000005
..py:52 DummyDIBuilder.mark_location  391    0.000218  0.000218  0.000001
..py:541 ListModel.get_argument_type  27     0.000054  0.000218  0.000008
<__array_function__ internals>:2 inv  1      0.000004  0.000218  0.000218
..y:1143 CPUContext.add_linking_libs  65     0.000124  0.000217  0.000003
..:1741 ScaledTranslation.get_affine  393    0.000217  0.000217  0.000001
..ba/core/ir.py:384 Expr.__setattr__  297    0.000216  0.000216  0.000001
../datamodel/packer.py:137 <genexpr>  61     0.000071  0.000215  0.000004
..orms.py:363 TransformedBbox.height  100    0.000156  0.000215  0.000002
..ap>:307 _installed_safely.__init__  257    0.000215  0.000215  0.000001
..on/numbers.py:848 real_negate_impl  4      0.000025  0.000214  0.000054
..70 PointerType.wrap_constant_value  361    0.000214  0.000214  0.000001
..s/abstract.py:173 Integer.__call__  11     0.000058  0.000214  0.000019
..plotlib/transforms.py:334 Bbox.max  12     0.000031  0.000214  0.000018
..nery.py:128 AnalysisUsage.__init__  264    0.000213  0.000213  0.000001
../cbook/__init__.py:1756 <listcomp>  352    0.000213  0.000213  0.000001
..matplotlib/axis.py:1093 <listcomp>  20     0.000128  0.000213  0.000011
../linalg/lapack.py:834 backtickrepl  48     0.000119  0.000213  0.000004
..egen.py:1342 JITCPUCodegen.set_env  2      0.000086  0.000213  0.000106
..er.py:138 ConstraintNetwork.append  114    0.000148  0.000213  0.000002
..:230 BuildTupleConstraint.__call__  2      0.000026  0.000212  0.000106
..b/mathtext.py:2679 Parser.non_math  4      0.000066  0.000212  0.000053
..lugin.py:416 ImageFileDirectory_v2  1      0.000070  0.000212  0.000212
../core/typeinfer.py:81 TypeVar.lock  33     0.000073  0.000211  0.000006
..5 LiteralStructType.structure_repr  16     0.000062  0.000211  0.000013
..nfer.py:1010 TypeInferer.seed_type  10     0.000018  0.000211  0.000021
../instructions.py:99 CallInstr.args  267    0.000210  0.000210  0.000001
..ckages/pyparsing.py:4034 <genexpr>  138    0.000151  0.000210  0.000002
..els.py:611 ListModel.from_argument  1      0.000004  0.000210  0.000210
..forms.py:1671 TransformWrapper.set  4      0.000021  0.000210  0.000052
..ges/numpy/linalg/linalg.py:477 inv  1      0.000179  0.000210  0.000210
..1053 make_overload_method_template  6      0.000011  0.000210  0.000035
../PIL/BmpImagePlugin.py:27 <module>  1      0.000034  0.000210  0.000210
../matplotlib/axis.py:1897 <genexpr>  45     0.000138  0.000208  0.000005
..ing/ffi.py:343 ModuleRef.__enter__  90     0.000138  0.000207  0.000002
..rsing.py:372 ParseResults.__init__  39/37  0.000107  0.000206  0.000005
..st(float64)<iv=None>)._get_be_type  102    0.000139  0.000206  0.000002
..n/builtins.py:166 getitem_cpointer  2      0.000011  0.000205  0.000102
..lates.py:124 Signature.as_function  89     0.000147  0.000205  0.000002
../linalg/decomp_schur.py:1 <module>  1      0.000018  0.000204  0.000204
..mportlib._bootstrap>:707 find_spec  264    0.000176  0.000203  0.000001
..nctions.py:511 Dispatcher.__init__  23     0.000104  0.000202  0.000009
..p/arraymath.py:3855 generate_xinfo  2      0.000006  0.000202  0.000101
..ecutionEngine.get_function_address  3      0.000019  0.000202  0.000067
..thon3.6/linecache.py:147 lazycache  111    0.000142  0.000201  0.000002
..y:73 ConstantInference._infer_expr  7      0.000033  0.000201  0.000029
..ls.py:535 ArrayModel.get_data_type  223    0.000164  0.000200  0.000001
..e/cpu.py:80 CPUContext.target_data  76     0.000143  0.000200  0.000003
..s/matplotlib/pyplot.py:3121 ylabel  2      0.000010  0.000200  0.000100
.. GraphicsContextBase.set_joinstyle  47     0.000092  0.000199  0.000004
..g/listdecl.py:152 Template.generic  32     0.000044  0.000199  0.000006
..thon3.6/abc.py:243 get_cache_token  267    0.000198  0.000198  0.000001
..3 make_overload_attribute_template  6      0.000119  0.000198  0.000033
...py:715 RendererAgg._draw_disabled  2      0.000013  0.000198  0.000099
..umba/core/ir.py:950 Const.__repr__  90     0.000197  0.000197  0.000002
..er.py:728 Interpreter.insert_block  27     0.000088  0.000197  0.000007
..g/context.py:61 CallStack.register  12     0.000064  0.000197  0.000016
..py:25 _check_arity_and_homogeneity  9      0.000069  0.000197  0.000022
..s/numba/core/ir.py:31 Loc.__init__  255    0.000197  0.000197  0.000001
..axes.py:203 AxesSubplot.set_xlabel  2      0.000017  0.000197  0.000098
..ackages/pyparsing.py:3968 And.copy  2      0.000008  0.000196  0.000098
..terp_impl_complex_fp_inner_factory  2      0.000003  0.000196  0.000098
..r/types.py:359 _Repeat.__getitem__  248    0.000195  0.000195  0.000001
..ineClosureCallPass._inline_stencil  28     0.000097  0.000195  0.000007
../cbook/__init__.py:1761 <listcomp>  352    0.000194  0.000194  0.000001
..lvmlite/llvmpy/core.py:146 bitcast  5      0.000008  0.000194  0.000039
../datamodel/models.py:139 <genexpr>  143    0.000149  0.000194  0.000001
..nstants/__init__.py:334 <listcomp>  1      0.000101  0.000193  0.000193
..s/numba/core/ir.py:708 Del.__str__  189    0.000193  0.000193  0.000001
..ges/pyparsing.py:5075 Forward.copy  7      0.000013  0.000192  0.000027
..a/core/typeinfer.py:280 <listcomp>  16     0.000083  0.000191  0.000012
..kages/matplotlib/pyplot.py:736 gcf  20     0.000082  0.000190  0.000009
..cpython/numbers.py:360 int_ne_impl  4      0.000018  0.000190  0.000047
..ger.py:912 FontProperties.set_file  302    0.000190  0.000190  0.000001
..es/pyparsing.py:3370 Regex.__str__  31     0.000113  0.000189  0.000006
..pyparsing.py:1788 _FifoCache.clear  52     0.000078  0.000189  0.000004
../np/numpy_support.py:382 <genexpr>  316    0.000189  0.000189  0.000001
../typing.py:1089 GenericMeta.__eq__  105    0.000129  0.000189  0.000002
../sre_parse.py:84 Pattern.opengroup  24     0.000085  0.000188  0.000008
..ges/scipy/sparse/bsr.py:1 <module>  1      0.000020  0.000188  0.000188
..:2278 FigureCanvasBase.mpl_connect  12     0.000024  0.000188  0.000016
..nal>:800 SourceFileLoader.__init__  207    0.000187  0.000187  0.000001
..l/models.py:780 ListModel.__init__  1      0.000008  0.000187  0.000187
...py:611 Function.entry_basic_block  255    0.000187  0.000187  0.000001
..ils.py:1822 is_operator_or_getitem  56     0.000125  0.000187  0.000003
..numba/core/utils.py:294 bit_length  39     0.000116  0.000187  0.000005
..n3.6/sre_compile.py:376 _mk_bitmap  16     0.000093  0.000187  0.000012
..honapi.py:1168 PythonAPI.make_none  1      0.000005  0.000185  0.000185
..8 ExecutionEngine._find_module_ptr  12     0.000083  0.000185  0.000015
..lvmlite/ir/types.py:513 <listcomp>  8      0.000042  0.000185  0.000023
/usr/lib/python3.6/re.py:324 _subx    38     0.000066  0.000184  0.000005
..ng/context.py:133 Context.__init__  21     0.000100  0.000184  0.000009
..GraphicsContextBase.get_hatch_path  82     0.000126  0.000183  0.000002
..core/cgutils.py:778 is_scalar_zero  3      0.000009  0.000183  0.000061
..core/typing/dictdecl.py:3 <module>  1      0.000016  0.000182  0.000182
...py:1685 FigureCanvasBase.__init__  3      0.000056  0.000182  0.000061
..odels.py:471 UniTupleModel.as_data  2      0.000013  0.000182  0.000091
../pyparsing.py:1643 Regex.postParse  331    0.000181  0.000181  0.000001
...6/pprint.py:84 _safe_key.__init__  330    0.000181  0.000181  0.000001
..PngImagePlugin.py:1043 _idat.write  1      0.000003  0.000181  0.000181
..e/typeinfer.py:43 TypeVar.__init__  175    0.000181  0.000181  0.000001
.._init__.py:652 WorkingSet.__iter__  189    0.000181  0.000181  0.000001
..python3.6/sre_compile.py:102 fixup  22     0.000166  0.000180  0.000008
../__init__.py:1841 _str_lower_equal  56     0.000115  0.000180  0.000003
../dsolve/_add_newdocs.py:1 <module>  1      0.000013  0.000179  0.000179
..napi.py:376 PythonAPI.get_c_object  6      0.000015  0.000179  0.000030
..es/numba/core/ssa.py:142 <setcomp>  6      0.000100  0.000178  0.000030
..lections/__init__.py:422 <genexpr>  81     0.000092  0.000178  0.000002
..vmlite/ir/module.py:159 <listcomp>  32     0.000065  0.000178  0.000006
..python3.6/copyreg.py:87 __newobj__  76     0.000128  0.000177  0.000002
..tecode.py:72 ByteCodeInst.__init__  229    0.000177  0.000177  0.000001
..analysis.py:536 rewrite_array_ndim  89     0.000113  0.000177  0.000002
..napi.py:325 PythonAPI.err_set_none  1      0.000007  0.000177  0.000177
..es/scipy/sparse/data.py:7 <module>  1      0.000041  0.000176  0.000176
..lib/stride_tricks.py:260 <genexpr>  234    0.000176  0.000176  0.000001
..hon3.6/sre_compile.py:539 isstring  90     0.000124  0.000175  0.000002
..py:554 FunctionAttributes.__init__  40     0.000086  0.000174  0.000004
..odegen.py:32 _parse_refprune_flags  7      0.000053  0.000174  0.000025
..s.py:767 _scalar_pred_against_zero  3      0.000018  0.000174  0.000058
..icMeta._abc_negative_cache_version  84     0.000126  0.000174  0.000002
.. IntervalMesh._impl_generate_nodes  1      0.000007  0.000173  0.000173
..ba/core/ir.py:826 Jump.get_targets  283    0.000173  0.000173  0.000001
..y:316 ArrayType.build_backend_type  1      0.000012  0.000172  0.000172
..low.py:63 _DictOfContainers.__eq__  12     0.000039  0.000172  0.000014
..numba/core/ir.py:259 VarMap.define  242    0.000171  0.000171  0.000001
..9 GraphicsContextBase.set_capstyle  47     0.000079  0.000171  0.000004
..ython3.6/dis.py:361 _unpack_opargs  231    0.000167  0.000171  0.000001
..func/array_exprs.py:400 <listcomp>  3      0.000009  0.000171  0.000057
..cpython/numbers.py:36 int_add_impl  3      0.000032  0.000171  0.000057
../numba/np/npyimpl.py:247 <genexpr>  6      0.000008  0.000171  0.000028
..ControlFlowAnalysis._use_new_block  229    0.000170  0.000170  0.000001
..bootstrap_external>:99 _path_isdir  21     0.000034  0.000170  0.000008
..bootstrap_external>:41 _relax_case  290    0.000170  0.000170  0.000001
../core/controlflow.py:467 <genexpr>  297    0.000170  0.000170  0.000001
..567 InlineOverloads._get_attr_info  7      0.000050  0.000169  0.000024
..450 Interpreter.op_BINARY_SUBTRACT  3      0.000005  0.000169  0.000056
..gutils.py:402 insert_pure_function  9      0.000038  0.000168  0.000019
..10 TypeInferer._unify_return_types  6      0.000028  0.000168  0.000028
..-packages/gi/types.py:188 __init__  6      0.000032  0.000168  0.000028
..piler_machinery.py:269 debug_print  264    0.000168  0.000168  0.000001
..strap>:424 ModuleSpec.has_location  278    0.000167  0.000167  0.000001
..ng/npydecl.py:236 Template.generic  22     0.000050  0.000167  0.000008
..stract.py:249 IntegerLiteral.unify  3      0.000021  0.000167  0.000056
..hes.py:400 Rectangle.set_linestyle  12     0.000064  0.000167  0.000014
..axes.py:256 AxesSubplot.set_ylabel  2      0.000012  0.000166  0.000083
..ore/interpreter.py:1155 <listcomp>  18     0.000025  0.000166  0.000009
..arkers.py:243 MarkerStyle.__bool__  38     0.000115  0.000165  0.000004
..cpython/mathimpl.py:92 negate_real  4      0.000015  0.000165  0.000041
..re/cgutils.py:261 EnvBody.__init__  1      0.000026  0.000164  0.000164
..datamodel/models.py:542 <listcomp>  27     0.000063  0.000164  0.000006
..base.py:758 CPUContext.get_c_value  6      0.000029  0.000163  0.000027
..ataflow.py:776 BlockInfo.make_temp  184    0.000163  0.000163  0.000001
..athimpl.py:123 unary_math_int_impl  29     0.000076  0.000162  0.000006
..se/linalg/interface.py:41 <module>  1      0.000016  0.000162  0.000162
..sian_update_strategy.py:1 <module>  1      0.000010  0.000162  0.000162
..numeric.py:3164 _around_dispatcher  296    0.000162  0.000162  0.000001
..lvmlite/ir/types.py:431 <listcomp>  12     0.000092  0.000162  0.000013
..se.py:862 AxesSubplot.get_position  7      0.000015  0.000162  0.000023
..6 Line2D._get_clipping_extent_bbox  30     0.000101  0.000161  0.000005
..er.py:1015 TypeInferer.seed_return  4      0.000013  0.000161  0.000040
../values.py:785 Block.is_terminated  259    0.000161  0.000161  0.000001
../linalg/__init__.py:215 <listcomp>  1      0.000085  0.000161  0.000161
..hon3.6/pickle.py:213 _Framer.write  88     0.000107  0.000161  0.000002
..arsing.py:3897 And.leaveWhitespace  3      0.000018  0.000161  0.000054
..re/function_base.py:451 add_newdoc  8      0.000048  0.000161  0.000020
..rsing.py:3939 ZeroOrMore.parseImpl  5/3    0.000017  0.000161  0.000032
...py:194 FormattedConstant.__init__  21     0.000048  0.000160  0.000008
..t_conduction.py:152 evaluate_error  1      0.000054  0.000159  0.000159
..cgutils.py:299 EnvBody.__getattr__  2      0.000007  0.000159  0.000079
..umba/core/ir_utils.py:1488 require  248    0.000158  0.000158  0.000001
..ng.py:1164 GenericMeta.__setattr__  28/14  0.000083  0.000158  0.000006
../offsetbox.py:369 HPacker.__init__  6      0.000013  0.000157  0.000026
..ng.py:593 ParseResults.__getitem__  77     0.000112  0.000157  0.000002
..tils.py:169 fix_returning_optional  14     0.000038  0.000157  0.000011
..orator.py:150 FunctionMaker.update  11     0.000090  0.000157  0.000014
../ir/instructions.py:134 <listcomp>  267    0.000156  0.000156  0.000001
..s.py:269 Spine.get_patch_transform  31     0.000065  0.000156  0.000005
..lot.get_default_bbox_extra_artists  3      0.000023  0.000156  0.000052
../ir/instructions.py:132 <listcomp>  267    0.000156  0.000156  0.000001
..b/python3.6/textwrap.py:467 indent  8      0.000016  0.000155  0.000019
..mba/core/ir.py:1083 Scope.__init__  12     0.000057  0.000155  0.000013
..core/ir.py:271 VarMap.__contains__  250    0.000155  0.000155  0.000001
..6/contextlib.py:288 ExitStack.push  56     0.000122  0.000155  0.000003
..g/builtins.py:544 Template.generic  8      0.000037  0.000155  0.000019
..pyparsing.py:4506 Suppress.__str__  39     0.000097  0.000155  0.000004
..e.py:705 SlowNumbaPickler.save_str  8      0.000042  0.000154  0.000019
..es/numba/core/base.py:105 <lambda>  58     0.000078  0.000154  0.000003
..lotlib/offsetbox.py:314 <listcomp>  42     0.000102  0.000154  0.000004
.. FontconfigPatternParser._families  23     0.000070  0.000153  0.000007
..typing/templates.py:1183 <genexpr>  82     0.000111  0.000153  0.000002
..nsforms.py:1706 Affine2D.__array__  75     0.000101  0.000153  0.000002
..lections/__init__.py:420 <genexpr>  81     0.000092  0.000153  0.000002
..ib/python3.6/enum.py:160 <setcomp>  1      0.000079  0.000152  0.000152
..ib/python3.6/weakref.py:44 __new__  37     0.000112  0.000152  0.000004
..otlib/mathtext.py:1666 Hlist.hpack  10     0.000116  0.000151  0.000015
..python3.6/functools.py:638 _c3_mro  8/4    0.000064  0.000151  0.000019
..e-packages/cycler.py:227 <genexpr>  221    0.000151  0.000151  0.000001
..cgutils.py:316 EnvBody.__getitem__  2      0.000008  0.000151  0.000075
..e/ir/types.py:352 _Repeat.__init__  200    0.000151  0.000151  0.000001
..ython/numbers.py:593 real_mul_impl  4      0.000017  0.000150  0.000038
..rsing.py:3859 ZeroOrMore.parseImpl  5/3    0.000010  0.000150  0.000030
..s/containers.py:313 Tuple.__init__  2      0.000014  0.000150  0.000075
..x.py:693 DrawingArea.get_transform  6      0.000012  0.000149  0.000025
..ib/artist.py:711 Text.set_clip_box  12     0.000024  0.000149  0.000012
..ase.py:1169 _wrap_impl.__getattr__  65     0.000099  0.000149  0.000002
..pes/misc.py:136 MemInfoPointer.key  264    0.000149  0.000149  0.000001
..s/pyparsing.py:5162 Group.__init__  13     0.000022  0.000148  0.000011
..ker.py:2061 _Edge_integer.__init__  48     0.000117  0.000148  0.000003
..s/pyparsing.py:2551 And.streamline  221    0.000148  0.000148  0.000001
..tplotlib/transforms.py:249 Bbox.x0  67     0.000107  0.000147  0.000002
..ffsetbox.py:200 VPacker.set_figure  13/1   0.000042  0.000147  0.000011
..b/python3.6/ast.py:166 iter_fields  100    0.000101  0.000147  0.000001
..hon3.6/ctypes/__init__.py:484 cast  70     0.000147  0.000147  0.000002
..datamodel/models.py:496 <listcomp>  121    0.000146  0.000146  0.000001
..yparser.py:116 _create_param_rules  8      0.000070  0.000145  0.000018
../ir/values.py:340 MDValue.__init__  11     0.000036  0.000145  0.000013
..s/numba/core/ir.py:1195 Block.copy  29     0.000053  0.000145  0.000005
..cpu.py:41 CPUContext.create_module  1      0.000003  0.000145  0.000145
..tplotlib/transforms.py:259 Bbox.y0  72     0.000102  0.000144  0.000002
..core/environment.py:17 from_fndesc  6      0.000055  0.000144  0.000024
..plotlib/axis.py:573 Ticker.locator  64     0.000108  0.000144  0.000002
..i/model.py:81 PointerType.__hash__  21/13  0.000049  0.000143  0.000007
..ges/pycparser/c_lexer.py:16 CLexer  1      0.000070  0.000142  0.000142
..scriptor.llvm_cpython_wrapper_name  3      0.000009  0.000141  0.000047
..py:2450 Forward.setWhitespaceChars  166    0.000141  0.000141  0.000001
..ytecode.py:80 ByteCodeInst.is_jump  234    0.000141  0.000141  0.000001
..ba/core/cgutils.py:428 is_not_null  3      0.000008  0.000141  0.000047
heat_conduction.py:18 <listcomp>      65     0.000098  0.000141  0.000002
../types.py:105 LabelType._to_string  250    0.000140  0.000140  0.000001
..mpl_generate_cell_to_basis_mapping  1      0.000006  0.000140  0.000140
..omnumeric.py:3071 _ndim_dispatcher  225    0.000139  0.000139  0.000001
..kages/pyparsing.py:3901 <listcomp>  3      0.000008  0.000139  0.000046
..ore/interpreter.py:1344 <listcomp>  8      0.000019  0.000139  0.000017
..lotlib/mathtext.py:1627 Hlist.kern  10     0.000064  0.000139  0.000014
..llvmlite/llvmpy/core.py:81 pointer  41     0.000060  0.000139  0.000003
../pythonapi.py:230 PythonAPI.incref  1      0.000005  0.000138  0.000138
..tlib/axis.py:795 XAxis.reset_ticks  32     0.000120  0.000138  0.000004
..tplotlib/figure.py:2067 Figure.sca  2      0.000010  0.000138  0.000069
..lib/axis.py:942 XAxis.get_inverted  4      0.000012  0.000138  0.000034
..:825 SourceFileLoader.get_filename  207    0.000138  0.000138  0.000001
..s/numba/core/ssa.py:324 <listcomp>  212    0.000137  0.000137  0.000001
..ptimize/__init__.py:411 <listcomp>  1      0.000072  0.000137  0.000137
..napi.py:307 PythonAPI.raise_object  1      0.000005  0.000137  0.000137
..132 AnalysisUsage.get_required_set  252    0.000137  0.000137  0.000001
..otlib/axis.py:582 Ticker.formatter  214    0.000136  0.000136  0.000001
..a-1D/femflex/mesh.py:68 <listcomp>  65     0.000094  0.000136  0.000002
..lib/python3.6/tokenize.py:448 open  2      0.000034  0.000136  0.000068
..thon/builtins.py:430 bool_sequence  1      0.000003  0.000135  0.000135
..ib/backend_bases.py:723 <dictcomp>  2      0.000075  0.000135  0.000068
..py:208 _FunctionsIterator.__init__  49     0.000090  0.000135  0.000003
..gridspec.py:644 _from_subplot_args  2      0.000027  0.000135  0.000067
..setbox.py:659 DrawingArea.__init__  3      0.000015  0.000134  0.000045
..otlib/mathtext.py:2668 Parser.main  2      0.000004  0.000134  0.000067
..py:2387 CompositeAffine2D.__init__  10     0.000037  0.000134  0.000013
../typing/templates.py:1140 Template  185    0.000133  0.000133  0.000001
.._utils.py:326 replace_var_callback  20     0.000062  0.000133  0.000007
..numba/np/ufunc_db.py:26 get_ufuncs  1      0.000002  0.000133  0.000133
..piler.py:275 StateDict.__setattr__  194    0.000133  0.000133  0.000001
..on3.6/urllib/parse.py:364 urlparse  4      0.000023  0.000133  0.000033
..thon/builtins.py:119 none_equality  7      0.000018  0.000132  0.000019
..:2581 BboxTransformFrom.get_matrix  31     0.000031  0.000132  0.000004
..:2896 _SingleCharLiteral.parseImpl  100    0.000110  0.000132  0.000001
..m_mangler.py:219 prepend_namespace  3      0.000018  0.000132  0.000044
