
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..re/typing/npydecl.py:113 <genexpr>  190    0.000132  0.000132  0.000001
..nsforms.py:605 Bbox.count_overlaps  4      0.000020  0.000131  0.000033
..179 DataFlowAnalysis.op_BUILD_LIST  8      0.000038  0.000131  0.000016
../numba/np/polynomial.py:3 <module>  1      0.000010  0.000130  0.000130
..low.py:132 CFGraph.set_entry_point  172    0.000130  0.000130  0.000001
..figure.py:951 Figure.set_facecolor  2      0.000006  0.000130  0.000065
heat_conduction.py:37 <listcomp>      1      0.000041  0.000130  0.000130
..ages/gi/types.py:53 _setup_methods  7      0.000062  0.000130  0.000019
..upport.py:230 select_array_wrapper  11     0.000047  0.000129  0.000012
..anslateByteCode.get_analysis_usage  240    0.000129  0.000129  0.000001
..ba/core/cgutils.py:433 if_unlikely  19     0.000037  0.000129  0.000007
..225 DataFlowAnalysis.op_STORE_FAST  21     0.000049  0.000128  0.000006
...py:547 LiteralStructType.__init__  38     0.000090  0.000128  0.000003
..pyparsing.py:2870 Literal.__init__  15     0.000058  0.000128  0.000009
..__.py:213 CallbackRegistry.process  14     0.000051  0.000128  0.000009
..a/np/ufunc_db.py:46 _fill_ufunc_db  1      0.000093  0.000128  0.000128
../core/ir.py:809 Return.get_targets  224    0.000128  0.000128  0.000001
..ges/cffi/model.py:589 global_cache  5      0.000050  0.000128  0.000026
..atasource.py:302 DataSource._isurl  3      0.000012  0.000127  0.000042
..ore/typing/npydecl.py:60 <genexpr>  190    0.000127  0.000127  0.000001
../matplotlib/path.py:216 Path.codes  217    0.000127  0.000127  0.000001
..otlib/axis.py:586 Ticker.formatter  64     0.000091  0.000127  0.000002
..base.py:1016 CPUContext.make_tuple  1      0.000006  0.000127  0.000127
..otlib/mathtext.py:2674 Parser.math  2      0.000007  0.000127  0.000063
..s/pyparsing.py:2835 Empty.__init__  22     0.000038  0.000126  0.000006
.._DictOfContainers._non_empty_items  24     0.000065  0.000126  0.000005
..mba/core/lowering.py:588 <genexpr>  182    0.000126  0.000126  0.000001
..arsing.py:4672 ZeroOrMore.__init__  8      0.000028  0.000126  0.000016
../ufunc/array_exprs.py:15 _is_ufunc  11     0.000015  0.000125  0.000011
..es/numba/core/ir.py:265 VarMap.get  202    0.000125  0.000125  0.000001
..Engine._raw_object_cache_getbuffer  6      0.000032  0.000124  0.000021
..olflow.py:197 CFGraph._exit_points  12     0.000022  0.000124  0.000010
..orm._iter_break_from_left_to_right  8      0.000023  0.000124  0.000015
..y:281 RendererAgg.points_to_pixels  157    0.000124  0.000124  0.000001
..ng/ffi.py:260 OutputString.__str__  19     0.000078  0.000124  0.000007
..hes.py:472 Rectangle.set_joinstyle  12     0.000030  0.000124  0.000010
..ckages/numpy/ma/core.py:588 filled  28     0.000076  0.000123  0.000004
/usr/lib/python3.6/ast.py:30 parse    3      0.000006  0.000123  0.000041
..asource.py:248 DataSource.__init__  1      0.000021  0.000123  0.000123
..tasource.py:377 DataSource.abspath  1      0.000010  0.000122  0.000122
..TiffImagePlugin.py:289 IFDRational  1      0.000035  0.000122  0.000122
..a/core/lowering.py:1183 <listcomp>  8      0.000029  0.000121  0.000015
../imputils.py:446 force_error_model  18     0.000046  0.000120  0.000007
../typing/templates.py:245 <genexpr>  77     0.000091  0.000120  0.000002
..els.py:45 FloatModel.get_data_type  59     0.000081  0.000120  0.000002
..tlib/axes/_base.py:4206 <listcomp>  3      0.000039  0.000120  0.000040
..otlib/mathtext.py:1503 Char.render  4      0.000009  0.000119  0.000030
../lines.py:503 Line2D.get_fillstyle  56     0.000081  0.000118  0.000002
../python3.6/re.py:314 _compile_repl  2      0.000007  0.000118  0.000059
..ionEngine.get_global_value_address  2      0.000010  0.000118  0.000059
..ItemConstraint._refine_target_type  3      0.000008  0.000118  0.000039
../types/misc.py:115 Module.__init__  7      0.000034  0.000118  0.000017
..ba/cpython/iterators.py:3 <module>  1      0.000027  0.000117  0.000117
..669 SourceFileLoader.create_module  207    0.000117  0.000117  0.000001
..e/typing/npydecl.py:110 <listcomp>  190    0.000117  0.000117  0.000001
..re/bytecode.py:215 _compute_lineno  6      0.000068  0.000117  0.000019
..nctions.py:502 Dispatcher.__hash__  23     0.000034  0.000117  0.000005
..ery.py:216 PassManager._debug_init  24     0.000074  0.000117  0.000005
..py:1489 Interpreter.op_INPLACE_ADD  2      0.000005  0.000117  0.000058
..mize/_dual_annealing.py:8 <module>  1      0.000014  0.000117  0.000117
..ges/cffi/commontypes.py:1 <module>  1      0.000051  0.000116  0.000116
..ntrolFlowAnalysis._start_new_block  28     0.000072  0.000116  0.000004
..hon3.6/traceback.py:290 walk_stack  154    0.000115  0.000116  0.000001
..tlib/figure.py:415 Figure.get_axes  11     0.000039  0.000115  0.000010
../core/getlimits.py:399 finfo._init  2      0.000046  0.000115  0.000057
..arsing.py:4006 _ErrorStop.__init__  12     0.000037  0.000115  0.000010
..pe_base.py:219 _vhstack_dispatcher  32     0.000044  0.000115  0.000004
..otlib/text.py:1218 Text.get_usetex  186    0.000114  0.000114  0.000001
..uilder.py:597 Builder.fcmp_ordered  3      0.000015  0.000114  0.000038
..timize/_basinhopping.py:3 <module>  1      0.000014  0.000113  0.000113
..:867 GraphicsContextBase.set_alpha  47     0.000080  0.000113  0.000002
..ython/numbers.py:583 real_add_impl  3      0.000013  0.000113  0.000038
../offsetbox.py:500 HPacker.__init__  4      0.000008  0.000112  0.000028
..py:1438 Interpreter._inplace_binop  2      0.000010  0.000112  0.000056
..272 PointerType.build_backend_type  2      0.000006  0.000112  0.000056
..kages/pyparsing.py:3970 <listcomp>  2      0.000008  0.000112  0.000056
..lib/axis.py:854 _translate_tick_kw  16     0.000082  0.000112  0.000007
..y/interpolate/_cubic.py:1 <module>  1      0.000014  0.000112  0.000112
...6/sre_parse.py:876 parse_template  2      0.000040  0.000112  0.000056
..ium_mangler.py:106 _fix_lead_digit  61     0.000080  0.000112  0.000002
.._impl_generate_cell_to_dof_mapping  1      0.000011  0.000111  0.000111
..ntrolflow.py:221 CFGraph._in_loops  6      0.000011  0.000111  0.000019
..thonapi.py:284 PythonAPI.err_clear  1      0.000007  0.000111  0.000111
..:1749 AutoLocator.raise_if_exceeds  48     0.000080  0.000111  0.000002
..g/ffi.py:267 OutputString.__bool__  95     0.000110  0.000110  0.000001
..tstrap>:581 _module_repr_from_spec  21     0.000064  0.000110  0.000005
..y:468 DejaVuSansFonts.render_glyph  4      0.000025  0.000110  0.000027
..dule.py:145 Module.get_unique_name  32     0.000046  0.000110  0.000003
../legend.py:1161 _parse_legend_args  1      0.000007  0.000110  0.000110
..449 TransformedBbox.fully_overlaps  1      0.000005  0.000110  0.000110
..rs.py:350 MarkerStyle._set_nothing  167    0.000109  0.000109  0.000001
..a/core/typeinfer.py:502 <listcomp>  149    0.000109  0.000109  0.000001
..numba/core/errors.py:310 termcolor  161    0.000108  0.000108  0.000001
..n/builtins.py:174 setitem_cpointer  1      0.000003  0.000108  0.000108
..b/_pylab_helpers.py:106 get_active  20     0.000076  0.000108  0.000005
..ore/typing/npydecl.py:64 <genexpr>  190    0.000108  0.000108  0.000001
..:135 DynamicClassAttribute.__get__  57     0.000072  0.000107  0.000002
..y.py:65 TranslateByteCode.analysis  132    0.000107  0.000107  0.000001
..types.py:170 FunctionType.__init__  93     0.000107  0.000107  0.000001
..s/_vendor/pyparsing.py:363 __new__  39     0.000068  0.000107  0.000003
..3.6/textwrap.py:479 prefixed_lines  36     0.000048  0.000107  0.000003
..compile.py:414 _get_literal_prefix  41/39  0.000081  0.000107  0.000003
..scipy/linalg/decomp.py:16 <module>  1      0.000024  0.000106  0.000106
..rray_exprs.py:263 _arr_expr_to_ast  11/3   0.000082  0.000106  0.000010
..s/PIL/PngImagePlugin.py:137 _crc32  10     0.000036  0.000106  0.000011
..ckages/pyparsing.py:1561 <genexpr>  74     0.000069  0.000106  0.000001
..ptimize/_constraints.py:1 <module>  1      0.000021  0.000106  0.000106
../PIL/GifImagePlugin.py:27 <module>  1      0.000027  0.000105  0.000105
...py:1629 TransformWrapper.__init__  4      0.000016  0.000105  0.000026
..arsing.py:3812 StringEnd.parseImpl  25     0.000079  0.000105  0.000004
..ifferentialevolution.py:4 <module>  1      0.000019  0.000105  0.000105
..43 NavigationToolbar2GTK3.__init__  1      0.000025  0.000104  0.000104
..ba/core/cgutils.py:892 pointer_add  1      0.000008  0.000103  0.000103
..tlib/mathtext.py:2894 Parser.group  2      0.000007  0.000103  0.000051
../scipy/sparse/bsr.py:22 bsr_matrix  1      0.000022  0.000102  0.000102
..w.py:408 CFGraph._find_exit_points  12     0.000062  0.000102  0.000009
..lvmlite/ir/types.py:509 <listcomp>  16     0.000056  0.000102  0.000006
..bootstrap_external>:1202 <genexpr>  168    0.000102  0.000102  0.000001
..ping/context.py:93 CallStack.match  6      0.000014  0.000101  0.000017
..ore/utils.py:194 Flags._check_attr  139    0.000101  0.000101  0.000001
...py:913 Line2D.get_markeredgecolor  28     0.000046  0.000101  0.000004
..einfer.py:945 TypeInferer.__init__  6      0.000075  0.000101  0.000017
..ore/typing/npydecl.py:69 <genexpr>  190    0.000101  0.000101  0.000001
..yparsing.py:4268 Combine.postParse  2      0.000028  0.000101  0.000050
..builtins.py:530 normalize_1d_index  12     0.000031  0.000100  0.000008
../types.py:451 ArrayType._to_string  37     0.000077  0.000100  0.000003
..es.py:373 FancyBboxPatch.set_alpha  1      0.000004  0.000100  0.000100
..es/pyparsing.py:2545 Regex.__str__  121    0.000100  0.000100  0.000001
..flow.py:689 CFGraph._find_in_loops  6      0.000056  0.000100  0.000017
..ges/scipy/sparse/coo.py:1 <module>  1      0.000016  0.000100  0.000100
..ction__ internals>:2 unravel_index  8      0.000024  0.000100  0.000012
..tions.py:544 PhiInstr.add_incoming  30     0.000066  0.000099  0.000003
..s/matplotlib/text.py:24 _wrap_text  70     0.000077  0.000099  0.000001
..tplotlib/axis.py:279 XTick.get_loc  162    0.000099  0.000099  0.000001
../scipy/_lib/_util.py:337 <genexpr>  25     0.000062  0.000099  0.000004
.. IntervalMesh._impl_generate_cells  1      0.000005  0.000099  0.000099
..core/controlflow.py:539 <listcomp>  152    0.000099  0.000099  0.000001
..numeric.py:194 _reshape_dispatcher  148    0.000099  0.000099  0.000001
..s/npytypes.py:485 Array.is_precise  51     0.000071  0.000099  0.000002
..atplotlib/legend.py:787 <listcomp>  1      0.000010  0.000099  0.000099
..eClosureCallPass._inline_reduction  28     0.000062  0.000098  0.000004
...py:2815 AxesSubplot.set_axisbelow  2      0.000018  0.000098  0.000049
..ython3.6/enum.py:874 _power_of_two  37     0.000044  0.000097  0.000003
..kages/numba/core/ir.py:488 getattr  7      0.000033  0.000097  0.000014
..ba/core/event.py:406 trigger_event  4      0.000020  0.000097  0.000024
../core/types/misc.py:119 Module.key  159    0.000097  0.000097  0.000001
..tlib/axes/_base.py:4092 <listcomp>  3      0.000056  0.000097  0.000032
..packages/numba/core/ir.py:523 cast  8      0.000030  0.000096  0.000012
..b/scale.py:98 LinearScale.__init__  32     0.000076  0.000096  0.000003
../imputils.py:428 impl_ret_borrowed  3      0.000007  0.000095  0.000032
..ypes.py:251 IntType.intrinsic_name  40     0.000069  0.000095  0.000002
..ding/ffi.py:369 ModuleRef.__hash__  12     0.000041  0.000095  0.000008
...py:760 ScalarFormatter.get_offset  10     0.000034  0.000095  0.000009
..otlib/figure.py:106 _AxesStack.add  2      0.000020  0.000095  0.000047
..rpolate/_bsplines.py:16 _get_dtype  9      0.000014  0.000094  0.000010
..arsing.py:4775 ZeroOrMore.__init__  5      0.000013  0.000094  0.000019
..s.py:303 _legalize_parameter_names  6      0.000027  0.000094  0.000016
..:1318 Interpreter.op_BINARY_SUBSCR  2      0.000009  0.000093  0.000047
..es/numba/core/ir.py:63 Loc.__str__  62     0.000093  0.000093  0.000001
..s.py:292 EnvBody._get_ptr_by_index  2      0.000004  0.000093  0.000046
.. FontconfigPatternParser._property  6      0.000036  0.000092  0.000015
..tlib/axes/_base.py:2521 <listcomp>  4      0.000044  0.000092  0.000023
..e._process_projection_requirements  2      0.000015  0.000092  0.000046
..e/ir/instructions.py:328 <genexpr>  154    0.000092  0.000092  0.000001
..65 WeakValueDictionary.__setitem__  11     0.000046  0.000092  0.000008
..lib/legend.py:871 Legend.set_title  1      0.000006  0.000091  0.000091
..ib/figure.py:65 _AxesStack.as_list  13     0.000056  0.000091  0.000007
..s.py:249 MarkerStyle.get_fillstyle  146    0.000091  0.000091  0.000001
..ckages/pyparsing.py:4026 <genexpr>  144    0.000091  0.000091  0.000001
..y:567 _implement_bitwise_operators  1      0.000023  0.000091  0.000091
..core/typing/context.py:632 keyfunc  46     0.000058  0.000090  0.000002
..ineClosureCallPass._inline_closure  28     0.000058  0.000090  0.000003
..y:285 PassTimingsCollection.record  116    0.000090  0.000090  0.000001
..arsing.py:696 ParseResults.haskeys  108    0.000089  0.000089  0.000001
..tions_abc.py:719 KeysView.__iter__  33     0.000051  0.000089  0.000003
heat_conduction.py:25 load_basis      64     0.000089  0.000089  0.000001
..g/listdecl.py:140 Template.generic  12     0.000025  0.000089  0.000007
..2688 FigureManagerGTK3Agg.__init__  1      0.000018  0.000088  0.000088
..lvmlite/llvmpy/core.py:85 function  27     0.000055  0.000088  0.000003
..on3.6/urllib/parse.py:420 urlsplit  4      0.000032  0.000088  0.000022
..py:763 XAxis.limit_range_for_scale  10     0.000034  0.000088  0.000009
..b/transforms.py:941 Bbox.intervalx  6      0.000034  0.000088  0.000015
..g/context.py:75 CallStack.finditer  6      0.000018  0.000088  0.000015
..logging/__init__.py:1838 getLogger  2      0.000009  0.000087  0.000044
..ticker.py:227 AutoLocator.set_axis  128    0.000087  0.000087  0.000001
..mba/core/ir.py:256 VarMap.__init__  12     0.000087  0.000087  0.000007
..rpolate/__init__.py:183 <listcomp>  1      0.000044  0.000087  0.000087
..109 _ArrayIndexingHelper.as_values  3      0.000007  0.000087  0.000029
..a/core/typeinfer.py:504 <listcomp>  149    0.000087  0.000087  0.000001
..769 IdentityTransform.is_separable  16     0.000057  0.000087  0.000005
../numba/np/npyimpl.py:280 <genexpr>  6      0.000008  0.000086  0.000014
..L/TiffImagePlugin.py:374 _delegate  26     0.000086  0.000086  0.000003
..3.6/genericpath.py:69 commonprefix  14     0.000054  0.000086  0.000006
../numba/core/tracing.py:205 noevent  138    0.000086  0.000086  0.000001
..matplotlib/colors.py:266 <genexpr>  20     0.000026  0.000086  0.000004
..otlib/artist.py:571 Figure.get_gid  121    0.000086  0.000086  0.000001
..go_lib/triangulation.py:1 <module>  1      0.000008  0.000086  0.000086
../interpolate/polyint.py:1 <module>  1      0.000009  0.000086  0.000086
..ng/templates.py:50 Signature.recvr  136    0.000086  0.000086  0.000001
..ckages/pyparsing.py:4046 <genexpr>  146    0.000086  0.000086  0.000001
..rsing.py:663 ParseResults.__iadd__  8      0.000033  0.000086  0.000011
..y/_lib/decorator.py:175 <listcomp>  11     0.000047  0.000085  0.000008
..ba/np/arraymath.py:4057 np_asarray  1      0.000007  0.000085  0.000085
..e.py:4036 AxesSubplot.get_children  11     0.000069  0.000085  0.000008
..on_base.py:18 _linspace_dispatcher  129    0.000085  0.000085  0.000001
..layout.py:179 get_subplotspec_list  2      0.000028  0.000085  0.000043
.. FloatModel.load_from_data_pointer  3      0.000010  0.000085  0.000028
../patches.py:757 Rectangle.get_path  6      0.000015  0.000085  0.000014
..e.py:294 SlowNumbaPickler.__init__  8      0.000032  0.000085  0.000011
..g/builtins.py:553 Template.generic  4      0.000021  0.000085  0.000021
..umba/core/ir.py:943 Const.__init__  43     0.000062  0.000084  0.000002
..s/matplotlib/axis.py:349 <genexpr>  140    0.000084  0.000084  0.000001
..tlib/axes/_base.py:2497 <listcomp>  2      0.000033  0.000083  0.000042
..core/multiarray.py:143 concatenate  134    0.000083  0.000083  0.000001
..ng/value.py:119 ValueRef.is_global  132    0.000083  0.000083  0.000001
..lvmlite/ir/values.py:36 <listcomp>  26     0.000083  0.000083  0.000003
..es/numba/core/ir.py:434 build_list  8      0.000021  0.000083  0.000010
..DeadBranchPrune.get_analysis_usage  24     0.000038  0.000082  0.000003
..ontrolFlowAnalysis.incoming_blocks  56     0.000066  0.000082  0.000001
..re/typing/npydecl.py:81 <listcomp>  8      0.000021  0.000082  0.000010
..eback.py:243 FrameSummary.__init__  111    0.000082  0.000082  0.000001
..scipy/spatial/kdtree.py:3 <module>  1      0.000009  0.000082  0.000082
..fer.py:1465 TypeInferer.typeof_arg  10     0.000044  0.000081  0.000008
..te/ir/values.py:789 Block.function  144    0.000081  0.000081  0.000001
../cm.py:219 ScalarMappable.__init__  1      0.000011  0.000081  0.000081
..ransform.transform_path_non_affine  22     0.000051  0.000081  0.000004
../ffi.py:247 OutputString.__enter__  145    0.000081  0.000081  0.000001
..ython/builtins.py:95 const_eq_impl  4      0.000039  0.000081  0.000020
..rsing.py:642 ParseResults.__bool__  123    0.000080  0.000080  0.000001
..es.py:3726 FancyBboxPatch.get_path  1      0.000011  0.000080  0.000080
..numba/np/npyimpl.py:117 <listcomp>  3      0.000005  0.000080  0.000027
..ImagePlugin.py:660 _register_basic  8      0.000037  0.000080  0.000010
..3 DataFlowAnalysis.op_RETURN_VALUE  8      0.000037  0.000080  0.000010
..artist.py:833 TextArea.set_clip_on  13     0.000029  0.000079  0.000006
..tbox.py:704 DrawingArea.set_offset  3      0.000013  0.000079  0.000026
